Parent	Child	BS.Prob	edgeScore	BS.Direction
LYNX1	ABLIM1	0.183900	0.183900	0.998912
ABLIM1	LYPLA2	0.071900	0.071900	0.606398
ABLIM1	MAP2K3	0.410400	0.410400	0.887183
ABLIM1	MAP3K6	0.058800	0.058800	0.649660
ABLIM1	MAP3K9	0.179300	0.179300	0.616286
MAPK12	ABLIM1	0.079700	0.079700	0.987453
MEGF6	ABLIM1	0.220500	0.220500	0.810884
MIA3	ABLIM1	0.171700	0.171700	0.550379
ABLIM1	NAV2	0.074500	0.074500	0.931544
NDST1	ABLIM1	0.144100	0.144100	0.705066
NFIA	ABLIM1	0.302000	0.302000	0.773179
NFIB	ABLIM1	0.125100	0.125100	0.958433
NOTCH4	ABLIM1	0.075400	0.075400	0.996021
PRDX6	ABLIM1	0.063100	0.063100	0.930269
PRSS36	ABLIM1	0.195800	0.195800	0.998468
RBKS	ABLIM1	0.054800	0.054800	0.996350
RXRA	ABLIM1	0.087100	0.087100	0.772675
SDCBP2	ABLIM1	0.107100	0.107100	0.646125
ABLIM1	SFXN4	0.200300	0.200300	0.789815
ABLIM1	SGCA	0.057100	0.057100	0.929947
ABLIM1	SH3GL1	0.142600	0.142600	0.852735
ABLIM1	SIGLEC15	0.112200	0.112200	0.939394
SOD3	ABLIM1	0.051700	0.051700	0.897485
SPRR2G	ABLIM1	0.065100	0.065100	0.998464
ABLIM1	ST3GAL1	0.104800	0.104800	0.502863
SUFU	ABLIM1	0.193300	0.193300	0.824625
ABLIM1	THRB	0.234800	0.234800	0.602215
ABLIM1	TMEM154	0.160700	0.160700	0.688239
TMEM45B	ABLIM1	0.383600	0.383600	0.726277
ABLIM1	TPM4	0.068300	0.068300	0.513909
TRIB3	ABLIM1	0.070100	0.070100	0.659058
TRIM32	ABLIM1	0.051300	0.051300	0.927875
ABLIM1	TUBA1B	0.085300	0.085300	0.694021
ABLIM1	TUBA1C	0.112400	0.112400	0.641459
VPS37B	ABLIM1	0.462300	0.462300	0.558079
ZFP36L1	ABLIM1	0.109800	0.109800	0.593807
ACAT2	ACTN4	0.383200	0.383200	0.812630
ASNS	ACAT2	0.058300	0.058300	0.530017
ACAT2	ATP2C1	0.128100	0.128100	0.958626
BBS1	ACAT2	0.075900	0.075900	0.928854
BCAM	ACAT2	0.085900	0.085900	0.854482
BCL2A1	ACAT2	0.051100	0.051100	0.925636
ACAT2	BCL6	0.057100	0.057100	0.996497
CCNA1	ACAT2	0.098500	0.098500	0.864975
CCNB2	ACAT2	0.164800	0.164800	0.949636
CCNE1	ACAT2	0.055700	0.055700	0.949731
CDK8	ACAT2	0.064100	0.064100	0.716069
ACAT2	CHAC1	0.265900	0.265900	0.937194
ACAT2	CMTM7	0.071800	0.071800	0.704735
CREBBP	ACAT2	0.305900	0.305900	0.623406
CSNK1D	ACAT2	0.092000	0.092000	0.508696
ACAT2	CSTB	0.137700	0.137700	0.591140
DAZAP2	ACAT2	0.116200	0.116200	0.625645
DHCR7	ACAT2	0.089600	0.089600	0.766741
ACAT2	DRD4	0.097300	0.097300	0.945529
ACAT2	E2F2	0.084700	0.084700	0.622196
ACAT2	EBP	0.145500	0.145500	0.775258
ACAT2	EEF1E1	0.312700	0.312700	0.569236
ACAT2	EIF4EBP1	0.217500	0.217500	0.902069
FAM100B	ACAT2	0.085900	0.085900	0.909197
FDPS	ACAT2	0.505500	0.505500	0.689812
ACAT2	GLI3	0.254800	0.254800	0.551805
ACAT2	GNB1L	0.233000	0.233000	0.682403
ACAT2	GNB4	0.085600	0.085600	0.904206
GNG5	ACAT2	0.054200	0.054200	0.798893
HDAC2	ACAT2	0.169600	0.169600	0.946344
ACAT2	HIST3H3	0.068000	0.068000	0.777941
ACAT2	HK1	0.125900	0.125900	0.850675
ACAT2	HMGCS1	0.279800	0.279800	0.818442
ACAT2	HSPA9	0.073300	0.073300	0.892224
ACAT2	IDI1	0.256500	0.256500	0.838596
ACAT2	INPPL1	0.309600	0.309600	0.657300
ITCH	ACAT2	0.354300	0.354300	0.927745
ACAT2	JAK1	0.078900	0.078900	0.576679
LAMB2	ACAT2	0.054900	0.054900	0.723133
ACAT2	LCE3D	0.111000	0.111000	0.893694
LEMD1	ACAT2	0.594300	0.594300	0.923439
ACAT2	LOC100130557	0.099400	0.099400	0.725352
ACAT2	LOC284542	0.438600	0.438600	0.854081
LRRC8C	ACAT2	0.083100	0.083100	0.593261
ACAT2	LSM1	0.085700	0.085700	0.991832
MAP3K12	ACAT2	0.103700	0.103700	0.550627
ACAT2	MAPKAP1	0.061200	0.061200	0.785948
ACAT2	MAT2A	0.112500	0.112500	0.600889
MEF2D	ACAT2	0.076600	0.076600	0.626632
MEGF6	ACAT2	0.164300	0.164300	0.967133
ACAT2	MMP12	0.266200	0.266200	0.677310
MTHFD2	ACAT2	0.343000	0.343000	0.524490
ACAT2	NCOR2	0.193400	0.193400	0.528956
NFIL3	ACAT2	0.070500	0.070500	0.890780
NFKBIB	ACAT2	0.337500	0.337500	0.530667
NMU	ACAT2	0.090200	0.090200	0.958980
NRAS	ACAT2	0.297000	0.297000	0.745791
ACAT2	PAK2	0.225100	0.225100	0.513550
ACAT2	PALM	0.157400	0.157400	0.921220
PHGDH	ACAT2	0.260700	0.260700	0.810894
ACAT2	PIK3C2B	0.065300	0.065300	0.611026
PINX1	ACAT2	0.057200	0.057200	0.597902
PIP5K1C	ACAT2	0.120100	0.120100	0.683597
PSAT1	ACAT2	0.548900	0.548900	0.904354
PTPLA	ACAT2	0.268200	0.268200	0.884787
ACAT2	PTPRE	0.253500	0.253500	0.874556
ACAT2	RAB5A	0.076300	0.076300	0.905636
ACAT2	RAF1	0.284300	0.284300	0.951811
ACAT2	RRP15	0.080900	0.080900	0.754017
RXRA	ACAT2	0.146900	0.146900	0.543227
ACAT2	RXRB	0.073400	0.073400	0.982289
SH3GLB1	ACAT2	0.481200	0.481200	0.761014
ACAT2	SIN3A	0.392200	0.392200	0.652473
ACAT2	SMAD3	0.227900	0.227900	0.888109
SOD2	ACAT2	0.223000	0.223000	0.624215
ACAT2	SQLE	0.226400	0.226400	0.665194
ACAT2	STAT2	0.119000	0.119000	0.527731
ACAT2	STAT6	0.106500	0.106500	0.889202
SUFU	ACAT2	0.143000	0.143000	0.698601
ACAT2	SYK	0.122600	0.122600	0.673736
ACAT2	TARS	0.074700	0.074700	0.851406
TK1	ACAT2	0.418700	0.418700	0.641032
TSPO	ACAT2	0.058200	0.058200	0.518900
ACAT2	TUBA8	0.073000	0.073000	0.983562
ACAT2	TYRO3	0.181600	0.181600	0.850771
UBE2C	ACAT2	0.067800	0.067800	0.977876
ACAT2	UBE2D2	0.087400	0.087400	0.660183
ACAT2	UBE2D4	0.067700	0.067700	0.893648
UBE2J1	ACAT2	0.078100	0.078100	0.874520
UPP1	ACAT2	0.093800	0.093800	0.507463
ACAT2	VANGL1	0.223400	0.223400	0.818711
YWHAQ	ACAT2	0.094300	0.094300	0.722163
ZNF467	ACAT2	0.079500	0.079500	0.847799
ACTA2	ACTC1	0.508100	0.508100	0.690612
ACTA2	ACTN1	0.400700	0.400700	0.967806
ADAM12	ACTA2	0.397700	0.397700	0.547398
AKAP12	ACTA2	0.112200	0.112200	0.886809
AKT3	ACTA2	0.131800	0.131800	0.864947
ACTA2	ANTXR1	0.692500	0.692500	0.533430
ACTA2	ATXN1	0.165100	0.165100	0.869170
ACTA2	AXL	0.684900	0.684900	0.638925
ACTA2	BCAR3	0.120400	0.120400	0.975914
ACTA2	CAMKK1	0.073700	0.073700	0.955224
CAV1	ACTA2	0.141100	0.141100	0.865344
ACTA2	CCND3	0.062700	0.062700	0.784689
CDC42EP1	ACTA2	0.193100	0.193100	0.994303
CDH11	ACTA2	0.586300	0.586300	0.520211
ACTA2	CDR2	0.052500	0.052500	0.992381
ACTA2	CHAF1A	0.113200	0.113200	0.699647
ACTA2	CNIH4	0.067100	0.067100	0.916542
ACTA2	CTGF	0.685900	0.685900	0.771978
CTPS	ACTA2	0.066500	0.066500	0.939850
ACTA2	CYR61	0.154900	0.154900	0.828276
ACTA2	DNAJA1	0.080400	0.080400	0.926617
ACTA2	EDNRA	0.574800	0.574800	0.701461
EFEMP2	ACTA2	0.449000	0.449000	0.701782
ACTA2	EIF2AK2	0.274600	0.274600	0.970138
EMG1	ACTA2	0.063700	0.063700	0.868132
ACTA2	EMP1	0.337600	0.337600	0.930687
ACTA2	FGF1	0.448800	0.448800	0.773396
ACTA2	FUT4	0.167800	0.167800	0.932658
ACTA2	GNG12	0.062000	0.062000	0.966129
ACTA2	HSPA4	0.064000	0.064000	0.979688
ACTA2	IGFBP7	0.577200	0.577200	0.922384
ACTA2	IL1F7	0.102300	0.102300	0.908113
ACTA2	ILK	0.465900	0.465900	0.938184
ACTA2	INHBA	0.205400	0.205400	0.957644
ACTA2	ISLR	0.466500	0.466500	0.899250
ACTA2	ITGA5	0.291700	0.291700	0.880014
ACTA2	ITGAV	0.160300	0.160300	0.905802
ACTA2	ITGB5	0.579400	0.579400	0.750259
ACTA2	JAG1	0.070800	0.070800	0.942090
ACTA2	KLF10	0.600300	0.600300	0.979010
ACTA2	KRTAP4-1	0.483200	0.483200	0.828849
ACTA2	LYPD5	0.130400	0.130400	0.963957
ACTA2	MMP10	0.164700	0.164700	0.977535
MMP2	ACTA2	0.593800	0.593800	0.657124
ACTA2	MMP3	0.212200	0.212200	0.981621
ACTA2	MTSS1	0.111100	0.111100	0.905491
MXRA8	ACTA2	0.768200	0.768200	0.546212
ACTA2	MYL7	0.375000	0.375000	0.959200
MYL9	ACTA2	0.987700	0.987700	0.512605
ACTA2	MYLK	0.966500	0.966500	0.622659
ACTA2	MYO1E	0.458100	0.458100	0.760096
ACTA2	NBL1	0.188700	0.188700	0.935347
ACTA2	NKD2	0.099700	0.099700	0.909729
ACTA2	NNMT	0.070000	0.070000	0.852857
ACTA2	NRG1	0.362300	0.362300	0.963842
ACTA2	ODZ2	0.137700	0.137700	0.974582
ACTA2	PAK6	0.240900	0.240900	0.870486
ACTA2	PCDH7	0.584200	0.584200	0.562650
PFDN2	ACTA2	0.086500	0.086500	0.944509
ACTA2	PIM1	0.119900	0.119900	0.844037
ACTA2	PLAU	0.061300	0.061300	0.973899
ACTA2	PPIB	0.074900	0.074900	0.989319
ACTA2	PPP1R12B	0.571200	0.571200	0.816176
ACTA2	PRR5	0.385300	0.385300	0.688814
ACTA2	PTEN	0.051000	0.051000	0.976471
ACTA2	PTK7	0.093900	0.093900	0.965921
PTRF	ACTA2	0.796100	0.796100	0.723150
ACTA2	RNASE7	0.071800	0.071800	1.000000
ACTA2	RORA	0.081500	0.081500	0.858896
ACTA2	RPS6KA2	0.237800	0.237800	0.986964
RRP15	ACTA2	0.220300	0.220300	0.552882
ACTA2	SCARF2	0.493300	0.493300	0.833367
ACTA2	SHC1	0.110400	0.110400	0.970109
SMTN	ACTA2	0.246800	0.246800	0.821313
ACTA2	SPRR2C	0.198900	0.198900	0.928105
ACTA2	SPRY2	0.081800	0.081800	0.969438
ACTA2	STAT1	0.065400	0.065400	0.951070
ACTA2	SULF1	0.147900	0.147900	0.979040
ACTA2	SULF2	0.096200	0.096200	0.986486
ACTA2	SYNPO	0.054600	0.054600	0.945055
ACTA2	THBS1	0.516700	0.516700	0.847881
ACTA2	THY1	0.391500	0.391500	0.725160
TIMP2	ACTA2	0.681900	0.681900	0.567825
ACTA2	TIMP3	0.867300	0.867300	0.916638
ACTA2	TPM1	0.527100	0.527100	0.983495
ACTA2	TPM2	0.818700	0.818700	0.618786
ACTA2	TSPAN10	0.429600	0.429600	0.957635
ACTA2	TUBA1A	0.097700	0.097700	0.997953
ACTA2	UBE2D2	0.113000	0.113000	0.953097
ACTA2	UBE2L6	0.258600	0.258600	0.980278
ACTA2	WDR36	0.125400	0.125400	0.839713
ACTC1	ACTB	0.324500	0.324500	0.928505
ACTB	ADAM10	0.160700	0.160700	0.533914
ACTB	ADAM15	0.805400	0.805400	0.793395
ACTB	ATF2	0.083000	0.083000	0.961446
ACTB	ATP2A2	0.057400	0.057400	0.606272
B3GNT2	ACTB	0.241500	0.241500	0.991304
ACTB	CALM3	0.181600	0.181600	0.654185
ACTB	CAMKK2	0.109800	0.109800	0.979053
CDC42	ACTB	0.125700	0.125700	0.961814
CDC42EP2	ACTB	0.274700	0.274700	0.818711
ACTB	CFL1	0.994100	0.994100	0.795795
ACTB	CREB1	0.090300	0.090300	0.863787
ACTB	CRK	0.516400	0.516400	0.509489
CTNNB1	ACTB	0.130400	0.130400	0.805215
ACTB	CTSF	0.064300	0.064300	0.693624
ACTB	DDIT3	0.155500	0.155500	0.929260
ACTB	DVL3	0.084600	0.084600	0.832151
GAPDH	ACTB	0.553300	0.553300	0.697271
ACTB	GAS5	0.083600	0.083600	0.977273
ACTB	GDNF	0.052100	0.052100	0.940499
ACTB	GNAI2	0.298900	0.298900	0.781198
GNAS	ACTB	0.311400	0.311400	0.506744
ACTB	GNB2	0.652700	0.652700	0.767121
ACTB	HADH	0.129800	0.129800	0.993837
ACTB	HDAC3	0.103300	0.103300	0.960310
ACTB	HEY1	0.135900	0.135900	0.937454
HSP90AB1	ACTB	0.532400	0.532400	0.951728
HSPA8	ACTB	0.554800	0.554800	0.935292
ACTB	IFITM3	0.088700	0.088700	0.980834
ACTB	ILKAP	0.268300	0.268300	0.881103
ITGB1	ACTB	0.643000	0.643000	0.712286
ACTB	MAP2K2	0.099600	0.099600	0.936747
ACTB	MAP2K5	0.058100	0.058100	0.939759
MAPK7	ACTB	0.262500	0.262500	0.868952
MMP14	ACTB	0.080800	0.080800	0.987624
NFKB2	ACTB	0.174500	0.174500	0.644699
ACTB	NMNAT1	0.097500	0.097500	0.967179
ACTB	NOC3L	0.060200	0.060200	0.873754
ACTB	PDIA3	0.135200	0.135200	0.977811
PGK1	ACTB	0.366100	0.366100	0.844305
PIP4K2A	ACTB	0.454800	0.454800	0.980871
ACTB	PKM2	0.363600	0.363600	0.914466
ACTB	PLD3	0.422100	0.422100	0.651031
ACTB	PPP3CA	0.139000	0.139000	0.989209
ACTB	PRDX6	0.226200	0.226200	0.988064
ACTB	PRKCE	0.076800	0.076800	0.959635
ACTB	PRKCG	0.493200	0.493200	0.768654
PRPF4B	ACTB	0.655800	0.655800	0.992528
PTAFR	ACTB	0.119500	0.119500	0.758159
ACTB	PTEN	0.068400	0.068400	0.964912
ACTB	RAB5A	0.072800	0.072800	0.983516
ACTB	RAB5C	0.134400	0.134400	0.756696
RDH16	ACTB	0.073900	0.073900	0.673884
RHOA	ACTB	0.978400	0.978400	0.724039
ACTB	RPL23A	0.227000	0.227000	0.940088
ACTB	RPL36	0.169200	0.169200	0.815012
RPS28	ACTB	0.573000	0.573000	0.578883
ACTB	SFXN4	0.345900	0.345900	0.888696
SH3TC1	ACTB	0.103400	0.103400	0.554159
SLC34A3	ACTB	0.085600	0.085600	0.792056
ACTB	SLC7A5	0.113500	0.113500	0.931278
ACTB	SMAD5	0.157000	0.157000	0.882166
ACTB	TPM3	0.084100	0.084100	0.977408
TPM4	ACTB	0.873000	0.873000	0.543414
ACTB	TPP1	0.208700	0.208700	0.710589
ACTB	TUBA1B	0.146800	0.146800	0.884877
ACTB	TUBA1C	0.119800	0.119800	0.858932
UBE2D3	ACTB	0.291500	0.291500	0.888851
ACTB	VCP	0.254900	0.254900	0.880345
YWHAH	ACTB	0.496800	0.496800	0.686997
ACTC1	ACTN3	0.311500	0.311500	0.961156
ACTC1	ADAM15	0.188100	0.188100	0.973418
ALPP	ACTC1	0.416900	0.416900	0.916767
ACTC1	APC2	0.147300	0.147300	0.738629
ACTC1	ARSI	0.237500	0.237500	0.958737
AXL	ACTC1	0.101900	0.101900	0.930324
ACTC1	BMP1	0.511400	0.511400	0.734846
ACTC1	BMP8B	0.154300	0.154300	0.976021
ACTC1	BMPR1A	0.099400	0.099400	0.931590
ACTC1	BMPR2	0.461000	0.461000	0.503688
ACTC1	CACNA1I	0.246200	0.246200	0.968318
ACTC1	CAMKK1	0.100200	0.100200	0.961078
ACTC1	CCND3	0.213600	0.213600	0.676498
CDC42EP1	ACTC1	0.058300	0.058300	0.996569
CDC42EP2	ACTC1	0.104400	0.104400	0.889847
CDH22	ACTC1	0.226100	0.226100	0.960637
ACTC1	CDH24	0.127900	0.127900	0.979672
ACTC1	CHI3L1	0.201900	0.201900	0.614661
ACTC1	CREB1	0.086200	0.086200	0.984919
ACTC1	CSF2	0.204800	0.204800	0.612793
ACTC1	CSGALNACT2	0.274900	0.274900	0.995635
CYP1A2	ACTC1	0.053500	0.053500	0.850467
ACTC1	DNM1L	0.051100	0.051100	0.790607
DNM3	ACTC1	0.093400	0.093400	0.761242
EMG1	ACTC1	0.188400	0.188400	0.964968
ACTC1	ENTPD7	0.531900	0.531900	0.814815
ACTC1	ERP27	0.153300	0.153300	0.808871
EXOC3L2	ACTC1	0.309100	0.309100	0.986412
FLJ35390	ACTC1	0.141400	0.141400	0.981612
ACTC1	GALR3	0.540600	0.540600	0.576767
ACTC1	GNRH2	0.117900	0.117900	0.768448
ACTC1	GPR153	0.217300	0.217300	0.884952
HAS3	ACTC1	0.171000	0.171000	0.750292
ACTC1	HDAC5	0.234200	0.234200	0.804014
ACTC1	HS3ST1	0.152000	0.152000	0.800658
ACTC1	HSPC159	0.678500	0.678500	0.798379
ACTC1	IL1F7	0.149300	0.149300	0.977227
IL23A	ACTC1	0.282000	0.282000	0.771277
ACTC1	IL27	0.191900	0.191900	0.680042
ILDR1	ACTC1	0.356300	0.356300	0.924502
ACTC1	ITGA5	0.087300	0.087300	0.863688
ACTC1	ITGB1	0.053900	0.053900	0.972171
ACTC1	KLK3	0.090700	0.090700	0.942668
ACTC1	KRT75	0.213600	0.213600	0.688202
LBX1	ACTC1	0.406600	0.406600	0.855878
ACTC1	LCE3D	0.290100	0.290100	0.917959
ACTC1	LOC650392	0.483700	0.483700	0.752119
LYNX1	ACTC1	0.384500	0.384500	0.898309
ACTC1	LYPD5	0.206200	0.206200	0.971872
ACTC1	MAP2K5	0.143300	0.143300	0.983950
ACTC1	MAPK7	0.445200	0.445200	0.638365
ACTC1	MGC45922	0.177500	0.177500	0.760000
ACTC1	MMP14	0.096800	0.096800	0.794421
ACTC1	MMP19	0.216300	0.216300	0.909385
MVK	ACTC1	0.294300	0.294300	0.822970
ACTC1	MYL9	0.256200	0.256200	0.644028
MYO1E	ACTC1	0.061500	0.061500	0.572358
NDOR1	ACTC1	0.344900	0.344900	0.969556
NOTCH4	ACTC1	0.544300	0.544300	0.806724
ACTC1	PAK6	0.069200	0.069200	0.904624
ACTC1	PIK3C3	0.086300	0.086300	0.974508
ACTC1	PIK3R5	0.352400	0.352400	0.821793
ACTC1	PIM1	0.185400	0.185400	0.867314
PTGS2	ACTC1	0.054900	0.054900	0.708561
ACTC1	PTK7	0.578800	0.578800	0.902557
ACTC1	RBKS	0.186900	0.186900	0.946495
ACTC1	RDH16	0.161500	0.161500	0.954799
ACTC1	RFFL	0.589900	0.589900	0.526530
ACTC1	RHOT1	0.064200	0.064200	0.996885
RPIA	ACTC1	0.222800	0.222800	0.942549
ACTC1	RPS6KA5	0.176800	0.176800	0.990950
ACTC1	RXRG	0.093500	0.093500	0.963636
ACTC1	SDK2	0.267800	0.267800	0.505975
ACTC1	SGCA	0.072300	0.072300	0.983402
ACTC1	SLC29A1	0.087400	0.087400	0.663616
ACTC1	SLC34A3	0.709800	0.709800	0.706960
ACTC1	SNX22	0.168700	0.168700	0.961470
ACTC1	SPINK5	0.122400	0.122400	0.893791
