Parent	Child	BS.Prob	edgeScore	BS.Direction
ACTA2	FUT2	0.126000	0.126000	1.000000
ACTA2	FZD4	0.078100	0.078100	1.000000
ACTA2	GNA11	0.103100	0.103100	1.000000
ACTA2	ID1	0.051100	0.051100	0.998043
ACTA2	IGFBP3	0.128100	0.128100	0.782982
IGFBP7	ACTA2	0.945900	0.945900	0.656835
ACTA2	INHBA	0.321100	0.321100	0.971660
ACTA2	ISLR	0.093500	0.093500	0.716578
ACTA2	ITGAV	0.081200	0.081200	0.993842
ACTA2	JAG1	0.054900	0.054900	1.000000
ACTA2	KCTD12	0.071600	0.071600	0.808659
ACTA2	KIAA1199	0.099100	0.099100	0.996973
ACTA2	KRT14	0.325600	0.325600	0.896192
ACTA2	MMP10	0.050400	0.050400	0.998016
ACTA2	MMP14	0.098400	0.098400	1.000000
ACTA2	MMP2	0.334100	0.334100	0.564801
ACTA2	MMP3	0.683900	0.683900	0.955257
MXRA8	ACTA2	0.261100	0.261100	0.549598
MYL9	ACTA2	0.999100	0.999100	0.588530
MYLK	ACTA2	1.000000	1.000000	0.551200
ACTA2	NAV2	0.061500	0.061500	0.983740
ACTA2	NDOR1	0.105500	0.105500	1.000000
ACTA2	NNMT	0.623300	0.623300	0.838441
ACTA2	NOS3	0.060400	0.060400	1.000000
ACTA2	PDE2A	0.160700	0.160700	0.996889
ACTA2	PELO	0.165600	0.165600	0.996981
ACTA2	PGF	0.118000	0.118000	1.000000
ACTA2	PIK3R1	0.067900	0.067900	1.000000
ACTA2	PKIG	0.074800	0.074800	0.991979
ACTA2	PLCG1	0.063100	0.063100	0.998415
ACTA2	PPAP2A	0.165800	0.165800	0.585042
ACTA2	PPP1R3D	0.075400	0.075400	0.998674
ACTA2	PRKCDBP	0.239100	0.239100	0.624843
ACTA2	PTRF	0.105300	0.105300	0.586895
ACTA2	RECK	0.070000	0.070000	0.964286
ACTA2	ROR1	0.077700	0.077700	0.996139
ACTA2	RPS6KA2	0.053100	0.053100	0.998117
ACTA2	S100P	0.080900	0.080900	1.000000
ACTA2	SCG5	0.110000	0.110000	0.999091
ACTA2	SOX18	0.194200	0.194200	0.999485
ACTA2	STAT5B	0.064000	0.064000	1.000000
ACTA2	SULF1	0.278600	0.278600	0.886217
ACTA2	TCF4	0.548600	0.548600	0.994714
ACTA2	TGFB2	0.101700	0.101700	1.000000
ACTA2	THBS1	0.057700	0.057700	0.972270
ACTA2	THRA	0.058100	0.058100	0.998279
THY1	ACTA2	0.355400	0.355400	0.584693
ACTA2	TPM2	0.487900	0.487900	0.681287
ACTA2	TSC22D1	0.098100	0.098100	0.981651
ACTB	ACTC1	0.062200	0.062200	0.961415
ACTB	ACTG1	0.316200	0.316200	0.998735
ACTB	ADAM17	0.101300	0.101300	0.999013
ACTB	ADRBK1	0.270200	0.270200	0.992598
ACTB	ALPPL2	0.145400	0.145400	0.989684
ACTB	ANKRD57	0.586200	0.586200	0.997100
ACTB	ARAF	0.441500	0.441500	0.980521
ACTB	B3GNT2	0.852700	0.852700	0.979712
ACTB	BCL2L1	0.068700	0.068700	0.986900
ACTB	BCL6	0.473900	0.473900	0.788563
ACTB	CABC1	0.050400	0.050400	1.000000
ACTB	CASP2	0.313800	0.313800	0.999044
ACTB	CHSY1	0.060200	0.060200	0.995017
ACTB	CRK	0.052800	0.052800	0.998106
ACTB	CRKL	0.223400	0.223400	0.989257
ACTB	CSNK1A1	0.175300	0.175300	0.698802
DAZAP2	ACTB	0.999900	0.999900	0.532953
ACTB	DUSP10	0.104900	0.104900	0.984747
ACTB	DVL1	0.103100	0.103100	0.997090
ACTB	EFNB1	0.063300	0.063300	1.000000
ACTB	EIF6	0.199100	0.199100	0.911602
ACTB	EML4	0.147200	0.147200	0.943614
ACTB	ENO1	0.920000	0.920000	0.692826
ACTB	EP300	0.202400	0.202400	0.968874
ACTB	EPHA2	0.063700	0.063700	1.000000
ACTB	ETS1	0.152300	0.152300	1.000000
ACTB	EZR	0.345600	0.345600	0.947627
ACTB	FOS	0.125700	0.125700	0.996818
ACTB	FOXO3	0.259400	0.259400	0.997687
ACTB	FUT1	0.158600	0.158600	0.988020
ACTB	FZD3	0.054700	0.054700	1.000000
ACTB	GAPDH	0.873000	0.873000	0.666552
ACTB	GNA13	0.228100	0.228100	0.992986
ACTB	GNB1	0.705000	0.705000	0.945390
ACTB	GNRH2	0.069400	0.069400	0.988473
ACTB	GPX1	0.124300	0.124300	0.613033
ACTB	GRIN1	0.129100	0.129100	0.993029
ACTB	HLA-G	0.252100	0.252100	0.875843
ACTB	HPCAL1	0.273700	0.273700	0.997442
ACTB	HSP90AB1	0.063000	0.063000	0.928571
ACTB	HSPA5	0.077300	0.077300	0.998706
ACTB	HSPA8	0.420300	0.420300	0.848204
ACTB	IFITM3	0.052800	0.052800	0.979167
ACTB	IL1R1	0.057000	0.057000	1.000000
ACTB	ITGB6	0.259600	0.259600	0.997689
ACTB	JHDM1D	0.141200	0.141200	0.854108
ACTB	JUND	0.471400	0.471400	0.856597
ACTB	KLF6	0.891800	0.891800	0.997869
LCP1	ACTB	0.232300	0.232300	0.953078
ACTB	LIMK2	0.472800	0.472800	0.995347
ACTB	MAP3K2	0.158400	0.158400	0.999369
ACTB	MAPK1	0.139200	0.139200	0.992816
ACTB	MAPK14	0.223400	0.223400	0.954342
ACTB	MAT2A	0.967800	0.967800	0.729593
ACTB	MCL1	0.749500	0.749500	0.910474
ACTB	MLX	0.381200	0.381200	0.940976
ACTB	MRAS	0.056400	0.056400	1.000000
ACTB	MT1P2	0.578200	0.578200	0.998443
ACTB	NOL9	0.063400	0.063400	0.998423
ACTB	NOTCH2	0.480400	0.480400	0.997294
ACTB	PABPC3	0.062600	0.062600	0.998403
ACTB	PAK1	0.152300	0.152300	1.000000
ACTB	PCSK7	0.419400	0.419400	0.978064
ACTB	PDIA4	0.799900	0.799900	0.964496
ACTB	PGK1	0.613000	0.613000	0.782545
ACTB	PIK3R3	0.322500	0.322500	0.998140
ACTB	PLCG1	0.557500	0.557500	0.999641
ACTB	PRDX6	0.211500	0.211500	0.975887
ACTB	RAB5A	0.630200	0.630200	0.594256
RAC2	ACTB	0.363300	0.363300	0.731076
ACTB	RASSF1	0.235400	0.235400	1.000000
ACTB	RDH16	0.060900	0.060900	1.000000
ACTB	ROR2	0.067300	0.067300	0.995542
ACTB	RPL36	0.059900	0.059900	1.000000
ACTB	RTN3	0.097000	0.097000	0.996907
ACTB	RYK	0.314100	0.314100	0.985037
ACTB	SEMA3A	0.086800	0.086800	0.997696
ACTB	SH3TC1	0.108500	0.108500	0.921659
ACTB	SOCS3	0.071800	0.071800	0.997214
ACTB	STAT1	0.409700	0.409700	0.997559
ACTB	STAT2	0.195500	0.195500	1.000000
ACTB	STAT3	0.441400	0.441400	0.995696
ACTB	STAT6	0.176400	0.176400	0.990930
ACTB	STK16	0.334100	0.334100	0.997905
ACTB	TAGLN2	0.052000	0.052000	0.776923
ACTB	TGM2	0.055800	0.055800	1.000000
ACTB	TP53	0.430700	0.430700	0.998839
ACTB	UBE2N	0.121300	0.121300	0.623248
ACTB	YWHAE	0.527500	0.527500	0.723223
ACTB	YWHAH	0.999200	0.999200	0.835669
ACTB	YWHAZ	0.992500	0.992500	0.892997
ADCY9	ACTC1	0.065500	0.065500	0.963359
ACTC1	CBL	0.099600	0.099600	0.985944
CRKL	ACTC1	0.099500	0.099500	0.986935
CRNN	ACTC1	0.121300	0.121300	0.876340
CSNK1E	ACTC1	0.238600	0.238600	0.930008
ACTC1	CYP27B1	0.060200	0.060200	0.936877
DDR1	ACTC1	0.101600	0.101600	0.960630
EPN3	ACTC1	0.080400	0.080400	0.792289
EWSR1	ACTC1	0.099400	0.099400	0.820926
ACTC1	FZD10	0.058400	0.058400	0.852740
ACTC1	GDNF	0.090400	0.090400	0.794248
GPX2	ACTC1	0.198200	0.198200	0.994955
HMGA2	ACTC1	0.104900	0.104900	0.936130
HS3ST2	ACTC1	0.070500	0.070500	0.963121
IL1B	ACTC1	0.069800	0.069800	1.000000
IL1F5	ACTC1	0.139800	0.139800	0.967811
IL6	ACTC1	0.131900	0.131900	0.903715
IVL	ACTC1	0.088100	0.088100	0.937571
ACTC1	JAK3	0.112200	0.112200	0.912656
KRT34	ACTC1	0.082500	0.082500	0.784242
MAPK3	ACTC1	0.064200	0.064200	0.943925
MAPKAP1	ACTC1	0.084600	0.084600	0.990544
ACTC1	NFKBIB	0.085800	0.085800	0.644522
ACTC1	PDE4C	0.213300	0.213300	0.522738
PIK3R5	ACTC1	0.572100	0.572100	0.988813
ACTC1	PPP1R12B	0.132000	0.132000	0.647727
RAB15	ACTC1	0.078700	0.078700	0.879288
RAP1A	ACTC1	0.078300	0.078300	1.000000
RECK	ACTC1	0.071900	0.071900	1.000000
ACTC1	RGS20	0.052500	0.052500	0.773333
RHOG	ACTC1	0.129500	0.129500	1.000000
RPS6KA4	ACTC1	0.089500	0.089500	0.944134
SMAD2	ACTC1	0.050900	0.050900	0.998035
STX12	ACTC1	0.070800	0.070800	0.913842
TMPRSS11D	ACTC1	0.119600	0.119600	1.000000
UAP1	ACTC1	0.106000	0.106000	0.883962
VAC14	ACTC1	0.156300	0.156300	0.833013
ZNF205	ACTC1	0.059600	0.059600	0.974832
ACTN3	ACTG1	0.185400	0.185400	0.537756
ALOX15B	ACTG1	0.131700	0.131700	0.520121
ACTG1	ANKRD57	0.340800	0.340800	0.881455
ACTG1	AQP3	0.093700	0.093700	0.948773
ATP7B	ACTG1	0.096000	0.096000	0.803125
ACTG1	BAALC	0.146100	0.146100	0.739220
ACTG1	CACNA1I	0.105900	0.105900	0.886686
CASP4	ACTG1	0.169900	0.169900	0.991760
CAT	ACTG1	0.067400	0.067400	0.600890
CHST10	ACTG1	0.131100	0.131100	0.943555
ACTG1	CHST7	0.056500	0.056500	0.511504
CSNK1D	ACTG1	0.607500	0.607500	0.953251
CSTA	ACTG1	0.110700	0.110700	0.982836
DSCAM	ACTG1	0.095800	0.095800	0.998956
EIF2C2	ACTG1	0.121300	0.121300	0.980214
GNAS	ACTG1	0.084500	0.084500	0.972781
ACTG1	GNG4	0.065200	0.065200	0.855828
GOT1	ACTG1	0.115200	0.115200	0.990451
ACTG1	GRB7	0.235800	0.235800	0.641645
HGS	ACTG1	0.988700	0.988700	0.591180
HIST3H3	ACTG1	0.481200	0.481200	0.631754
HMGA2	ACTG1	0.272000	0.272000	0.952206
ACTG1	IDI1	0.086000	0.086000	0.827907
ACTG1	ITGA2	0.052100	0.052100	0.950096
ACTG1	JAK3	0.069400	0.069400	0.981268
KLF7	ACTG1	0.076400	0.076400	0.976440
MPHOSPH6	ACTG1	0.552700	0.552700	0.715397
MYL3	ACTG1	0.093600	0.093600	0.780983
NRSN2	ACTG1	0.311400	0.311400	0.797367
PALM	ACTG1	0.100000	0.100000	0.893000
PIK3R2	ACTG1	0.090400	0.090400	0.537611
PIK3R5	ACTG1	0.067400	0.067400	0.998516
ACTG1	PLA2G3	0.132000	0.132000	0.998485
ACTG1	PNPLA3	0.137700	0.137700	0.952070
ACTG1	PYGB	0.060300	0.060300	0.535655
ACTG1	RAC3	0.232700	0.232700	0.840138
RAD51L3	ACTG1	0.584500	0.584500	0.996407
ACTG1	RAF1	0.113300	0.113300	0.984996
RHOA	ACTG1	0.244800	0.244800	0.849265
RHOT2	ACTG1	0.111600	0.111600	0.828853
ACTG1	RPL36	0.051800	0.051800	0.604247
SOS1	ACTG1	0.054400	0.054400	0.840074
STK4	ACTG1	0.315200	0.315200	0.970178
TGFB1	ACTG1	0.071200	0.071200	0.946629
TMPRSS11D	ACTG1	0.119500	0.119500	0.996653
ACTG1	TUBA1A	0.090100	0.090100	0.694784
TUBA1B	ACTG1	0.065800	0.065800	0.990881
ACTG1	UBE2D1	0.115500	0.115500	0.832035
YWHAE	ACTG1	0.087400	0.087400	0.997712
ACTN1	ACTN4	0.902400	0.902400	0.802859
ACTN1	ANGPTL4	0.176500	0.176500	0.977337
ACTN1	ANXA2	0.782400	0.782400	0.583717
ACTN1	ATXN1	0.066100	0.066100	0.977307
ACTN1	BMP1	0.702400	0.702400	0.879983
CDH3	ACTN1	0.290900	0.290900	0.852527
ACTN1	CEBPD	0.473400	0.473400	0.915294
CHST3	ACTN1	0.142300	0.142300	0.718904
ACTN1	CHSY1	0.161400	0.161400	0.924411
CTGF	ACTN1	0.288700	0.288700	0.905785
ACTN1	CYR61	0.399100	0.399100	0.559509
ACTN1	EDN1	0.119200	0.119200	0.914430
ACTN1	EFNB2	0.062200	0.062200	0.911576
ACTN1	EMP1	0.217900	0.217900	0.590179
ACTN1	EPHB2	0.077900	0.077900	0.992298
IGFBP3	ACTN1	0.301700	0.301700	0.960888
INHBA	ACTN1	0.536200	0.536200	0.753264
ISLR	ACTN1	0.096200	0.096200	0.938669
ITGAV	ACTN1	0.051800	0.051800	0.600386
ACTN1	KLK12	0.092000	0.092000	0.966304
ACTN1	KRT14	0.146300	0.146300	0.503759
ACTN1	MAP3K6	0.156000	0.156000	0.851923
ACTN1	MMP10	0.177900	0.177900	0.990444
MMP2	ACTN1	0.370800	0.370800	0.988134
ACTN1	MMP28	0.089900	0.089900	0.995551
MYL9	ACTN1	0.923300	0.923300	0.989927
NNMT	ACTN1	0.131600	0.131600	0.750760
ACTN1	PFKFB3	0.060700	0.060700	0.899506
ACTN1	PLA2G3	0.206100	0.206100	0.902960
PLAU	ACTN1	0.096800	0.096800	0.910124
PTRF	ACTN1	0.159500	0.159500	0.905956
RND3	ACTN1	0.081500	0.081500	0.921472
ACTN1	RPS14	0.081200	0.081200	0.986453
SERPINB5	ACTN1	0.193800	0.193800	0.911249
ACTN1	SPRR1A	0.064400	0.064400	0.986025
ACTN1	TGFB2	0.290800	0.290800	0.995873
ACTN1	TNC	0.876000	0.876000	0.705365
ACTN1	TNFRSF1A	0.277700	0.277700	0.551674
ACTN1	TPM1	0.370700	0.370700	0.999191
TPM2	ACTN1	0.728600	0.728600	0.700247
ACTN1	TPM4	0.287700	0.287700	0.710115
ACTN1	VPS37B	0.065000	0.065000	0.809231
ACTN1	WNT5B	0.137000	0.137000	0.978832
APH1B	ACTN3	0.155400	0.155400	0.978121
ACTN3	ARHGAP10	0.186000	0.186000	0.918280
ATP7B	ACTN3	0.084600	0.084600	0.971631
ACTN3	BMP8B	0.139800	0.139800	0.922031
ACTN3	BPGM	0.201200	0.201200	0.537276
ACTN3	CBL	0.051300	0.051300	0.734893
ACTN3	CDC42	0.082600	0.082600	0.996368
ACTN3	CDH22	0.151200	0.151200	0.925926
CHST10	ACTN3	0.118500	0.118500	0.978903
ACTN3	CLCA4	0.067300	0.067300	0.946508
COX6A2	ACTN3	0.051900	0.051900	0.998073
DNAJA4	ACTN3	0.310500	0.310500	0.992593
DSCAM	ACTN3	0.281000	0.281000	0.588968
EEF1E1	ACTN3	0.791500	0.791500	0.865824
ACTN3	ENO3	0.063800	0.063800	0.942006
FDPS	ACTN3	0.055400	0.055400	0.601083
GNA12	ACTN3	0.052000	0.052000	0.769231
ACTN3	HDAC3	0.107700	0.107700	0.971216
ACTN3	HES1	0.409100	0.409100	0.947690
HMGA2	ACTN3	0.058300	0.058300	0.909091
HOPX	ACTN3	0.137700	0.137700	0.627451
ITGA2	ACTN3	0.070300	0.070300	0.870555
ACTN3	ITPR3	0.271400	0.271400	0.784083
IVL	ACTN3	0.282800	0.282800	0.773338
MXRA8	ACTN3	0.309200	0.309200	0.993855
MYH14	ACTN3	0.193000	0.193000	0.805699
MYL3	ACTN3	0.109900	0.109900	0.962693
NCOA3	ACTN3	0.094800	0.094800	0.956751
PALM	ACTN3	0.058900	0.058900	0.804754
ACTN3	PDGFB	0.128700	0.128700	0.977467
ACTN3	PHOX2A	0.148000	0.148000	0.829054
ACTN3	PIK3C2B	0.215500	0.215500	0.984687
PIK3C3	ACTN3	0.055800	0.055800	1.000000
PIK3R5	ACTN3	0.153300	0.153300	0.989563
PLA2G3	ACTN3	0.140300	0.140300	0.777619
ACTN3	PPP3CC	0.177900	0.177900	0.562114
ACTN3	PRKCA	0.188700	0.188700	0.735029
PRSS3	ACTN3	0.168000	0.168000	0.504167
ACTN3	PTGS1	0.284600	0.284600	0.867885
ACTN3	PTPN12	0.326400	0.326400	0.986213
RAD51L3	ACTN3	0.058500	0.058500	0.988034
ACTN3	RARG	0.061100	0.061100	0.990180
RBL2	ACTN3	0.080000	0.080000	0.970000
RHOG	ACTN3	0.050200	0.050200	1.000000
S100A2	ACTN3	0.385300	0.385300	0.979756
ACTN3	SERPINB2	0.055700	0.055700	0.865350
ACTN3	SLC5A1	0.117900	0.117900	0.549618
SYNGR4	ACTN3	0.135800	0.135800	0.905007
TGFB1	ACTN3	0.165700	0.165700	0.563669
THRB	ACTN3	0.177500	0.177500	0.871549
TMPRSS11D	ACTN3	0.073100	0.073100	0.998632
ACTN3	TUBA8	0.161800	0.161800	0.569221
UBE2D1	ACTN3	0.208100	0.208100	0.861124
YWHAE	ACTN3	0.083400	0.083400	0.986811
ANKRD27	ACTN4	0.585400	0.585400	0.727195
ACTN4	CDC42EP1	0.289900	0.289900	0.771300
ACTN4	CFL1	0.385100	0.385100	0.910673
CSNK1E	ACTN4	0.144100	0.144100	0.573907
CTGF	ACTN4	0.103300	0.103300	0.929332
ACTN4	CYB5R3	0.224000	0.224000	0.676339
DAZAP2	ACTN4	0.667000	0.667000	0.808696
ACTN4	DUSP10	0.364900	0.364900	0.901069
EDN1	ACTN4	0.236900	0.236900	0.876741
EGFR	ACTN4	0.099500	0.099500	0.850251
ACTN4	EP300	0.157000	0.157000	0.912102
ACTN4	GYS1	0.419000	0.419000	0.871838
ACTN4	HOXA3	0.066900	0.066900	0.995516
IGFBP7	ACTN4	0.103300	0.103300	0.989351
ACTN4	ITGB4	0.997300	0.997300	0.831445
KLK5	ACTN4	0.188400	0.188400	0.768047
ACTN4	KLK7	0.066800	0.066800	0.916168
KRT6B	ACTN4	0.110200	0.110200	0.960073
ACTN4	LARP6	0.254900	0.254900	0.886230
ACTN4	MAPK12	0.065900	0.065900	0.995448
MAT2A	ACTN4	0.084900	0.084900	0.915194
ACTN4	MST1R	0.142900	0.142900	0.979006
ACTN4	MYL7	0.050100	0.050100	0.990020
MYL9	ACTN4	0.057300	0.057300	0.994764
MYLK	ACTN4	0.292000	0.292000	0.976712
ACTN4	NFKBIB	0.110600	0.110600	0.990054
ACTN4	NOTCH1	0.119700	0.119700	0.863826
ACTN4	PCSK1N	0.130500	0.130500	0.822989
ACTN4	PIK3R3	0.050100	0.050100	0.968064
ACTN4	PIP5K1C	0.261400	0.261400	0.714231
ACTN4	PKM2	0.065600	0.065600	0.899390
